ID,DemAffl,DemAge,DemCluster,DemClusterGroup,DemGender,DemReg,DemTVReg,PromClass,PromSpend,PromTime,TargetBuy,TargetAmt
1311360,8,61,17,C,M,Midlands,Midlands,Silver,3250,6,0,0
1312375,,41,27,D,F,South East,London,Gold,10000,5,0,0
1314483,9,68,2,A,M,South East,London,Silver,4250,4,0,0
1317113,14,47,21,C,F,South East,London,Tin,0.01,8,0,0
1318845,3,70,24,C,F,Midlands,Wales & West,Silver,3000,11,0,0
1322516,10,40,7,B,M,South East,London,Silver,1000,13,0,0
1329022,10,57,47,F,M,Midlands,Midlands,Tin,0.01,4,0,0
1330489,11,54,12,B,F,Scottish,C Scotland,Silver,360,9,0,0
1334131,2,,8,B,F,Midlands,Midlands,Silver,3178.9,5,0,0
1338498,9,44,13,B,F,South East,London,Gold,6053.35,5,0,0
1339389,6,57,35,D,M,North,Yorkshire,Silver,0.02,8,0,0
1343181,5,,19,C,,Midlands,Midlands,Silver,50.02,8,0,0
1347810,9,60,35,D,,Scottish,N Scot,Gold,8000,14,0,0
1348957,13,45,52,F,F,Scottish,N Scot,Tin,0.01,4,1,2
1349643,9,40,37,E,F,South East,London,Tin,0.01,6,1,1
1352482,9,22,12,B,F,North,N West,Silver,1000,3,1,1
1353292,10,73,4,A,M,South East,London,Silver,5000,27,0,0
1364707,10,44,20,C,U,South East,S & S East,Tin,0.01,5,0,0
1366874,,65,12,B,M,South East,London,Silver,1526.91,5,0,0
1372475,5,50,8,B,M,Midlands,Wales & West,Tin,0.01,4,0,0
1379240,8,76,46,F,F,South East,S & S East,Silver,1000,3,1,1
1390333,,61,4,A,M,South East,London,Tin,0.01,5,0,0
1402684,7,52,41,E,F,South East,London,Tin,0.01,9,0,0
1403478,9,48,33,D,F,Midlands,Midlands,Gold,6000,2,0,0
1404458,9,47,28,D,M,Midlands,Midlands,Tin,0.01,4,0,0
1407228,7,57,15,B,F,,,Silver,2000,1,0,0
1408038,10,61,35,D,F,North,N West,Silver,3000,3,1,1
1421123,8,55,45,E,M,South West,S West,Silver,4000,8,0,0
1422944,10,52,47,F,U,Scottish,C Scotland,Tin,0.01,5,0,0
1425951,,68,52,F,F,Midlands,Wales & West,Tin,0.01,9,0,0
1438069,5,76,23,C,F,North,Yorkshire,Gold,6000,3,1,1
1439030,11,47,3,A,M,Scottish,C Scotland,Silver,1200,11,0,0
1455486,9,66,38,E,,Midlands,Wales & West,Gold,6000,2,0,0
1467158,12,60,19,C,F,Midlands,Midlands,Gold,9604.34,4,0,0
1468979,8,49,25,C,M,South East,S & S East,Tin,0.01,20,0,0
1469819,9,67,33,D,F,South East,London,Gold,10000,5,1,1
1470698,4,53,20,C,M,South East,London,Silver,1070,9,0,0
1472623,3,59,,,F,Midlands,East,Gold,12000,4,0,0
1487604,8,69,16,C,M,South East,London,Gold,14400,8,0,0
1488600,7,27,52,F,F,South East,London,Tin,0.01,4,1,1
1492209,10,63,14,B,M,South East,London,Silver,3000,7,0,0
1496115,18,41,35,D,F,North,N East,Tin,0.01,5,1,1
1504347,,36,53,F,U,Midlands,East,Silver,4035.57,7,1,1
1509918,4,64,28,D,F,South East,London,Silver,420,9,0,0
1514946,8,45,44,E,M,South East,London,Gold,6000,2,0,0
1515527,10,46,27,D,F,South East,S & S East,Tin,0.01,4,0,0
1521950,2,50,5,B,,North,N East,Tin,0.01,5,0,0
1522744,6,75,42,E,F,Midlands,Midlands,Tin,0.01,9,0,0
1523775,11,62,8,B,M,North,Yorkshire,Gold,6000,10,0,0
1524712,13,64,5,B,M,North,N West,Gold,12000,8,0,0
1529536,,39,16,C,,South East,London,Silver,3850.36,8,1,2
1533258,11,25,19,C,F,Midlands,Midlands,Silver,3000,3,1,1
1535226,5,46,25,C,F,Midlands,Wales & West,Platinum,24878.35,9,0,0
1539132,10,39,37,E,U,North,N West,Tin,0.01,5,1,1
1540068,6,56,46,F,F,South East,London,Gold,6000,1,0,0
1543954,6,56,38,E,U,North,N East,Gold,6000,2,0,0
1544969,6,62,23,C,M,Scottish,N Scot,Gold,18800,4,0,0
1550918,5,77,49,F,M,South East,S & S East,Gold,9600,16,0,0
1562843,6,48,19,C,F,Midlands,Midlands,Tin,0.01,5,0,0
1587250,4,29,24,C,F,North,N West,Silver,100,7,1,1
1589334,9,63,22,C,M,Midlands,Wales & West,Tin,0.01,5,0,0
1593706,5,46,32,D,,Midlands,Wales & West,Silver,480,5,0,0
1598333,9,58,33,D,U,Midlands,Midlands,Tin,0.01,5,1,1
1611844,12,68,16,C,F,North,N West,Silver,2000,31,0,0
1613685,10,,38,E,F,South East,S & S East,Gold,6053.35,6,1,1
1617974,7,36,12,B,F,South East,London,Silver,3000.01,8,1,1
1620797,17,43,37,E,F,Midlands,Wales & West,Silver,3026.67,6,1,2
1622692,6,57,34,D,M,South East,London,Tin,0.01,4,0,0
1623494,8,47,20,C,,South East,London,Tin,0.01,8,0,0
1625675,6,45,31,D,F,South East,S & S East,Tin,0.01,10,0,0
1642332,10,64,14,B,,Midlands,Midlands,Silver,5000,8,0,0
1645110,12,37,10,B,F,North,Yorkshire,Tin,0.01,5,1,1
1652990,5,57,20,C,,North,Yorkshire,Silver,4884.25,11,0,0
1657844,6,41,32,D,,North,Yorkshire,Tin,0.01,5,0,0
1665502,10,44,24,C,M,Midlands,Wales & West,Silver,500,9,0,0
1670514,9,51,14,B,F,South East,London,Gold,7053.34,10,0,0
1673556,7,62,49,F,F,South West,S West,Gold,6000,2,0,0
1681265,18,54,52,F,F,Midlands,Midlands,Silver,970.92,9,1,2
1691082,7,57,27,D,M,South East,London,Silver,1500,5,0,0
1692658,7,63,6,B,M,Midlands,East,Gold,7500,5,0,0
1700464,8,,25,C,M,North,Yorkshire,Silver,600,8,0,0
1711644,3,51,28,D,M,North,N West,Tin,0.01,5,0,0
1719211,,44,38,E,F,North,N West,Silver,500,10,1,1
1731165,11,74,35,D,M,Midlands,Midlands,Gold,10000.01,8,0,0
1739360,8,56,53,F,M,South West,S West,Silver,4000,5,1,1
1741195,4,33,53,F,F,Midlands,Midlands,Tin,0.01,6,0,0
1742434,8,50,9,B,F,Midlands,Midlands,Silver,4800,5,0,0
1745654,,59,17,C,F,North,N West,Tin,0.01,5,1,1
1750860,11,67,13,B,,North,N West,Silver,2400,9,0,0
1762605,7,72,47,F,M,North,N West,Gold,6000,5,0,0
1763474,5,67,10,B,,North,N West,Gold,6000,2,0,0
1764616,8,28,52,F,M,Scottish,C Scotland,Silver,68.22,2,0,0
1765760,9,65,4,A,F,North,N West,Gold,6053.35,6,0,0
1771388,10,39,16,C,F,North,N East,Silver,600,1,1,1
1772406,11,59,24,C,F,South West,S West,Gold,10213.66,5,0,0
1773372,13,61,27,D,,North,N West,Silver,3000,8,0,0
1779664,11,43,,,F,Midlands,Wales & West,Tin,0.01,9,1,1
1780778,10,50,28,D,M,North,Yorkshire,Tin,0.01,5,0,0
1781979,8,67,19,C,U,South East,S & S East,Gold,5027,6,0,0
1786164,9,55,1,A,M,South East,London,Tin,0.01,4,0,0
1794663,12,48,53,F,F,South East,London,Gold,6053.35,13,1,2
1795708,8,32,52,F,M,South East,London,Tin,0.01,7,1,1
1798863,13,38,25,C,F,North,Yorkshire,Tin,0.01,8,1,1
1799983,9,39,50,F,F,Midlands,Midlands,Silver,2700,4,1,1
1802194,11,44,40,E,M,Scottish,N Scot,Gold,6000,3,1,1
1803158,5,71,30,D,,South East,S & S East,Silver,2000,9,0,0
1804170,11,57,27,D,F,Midlands,Midlands,Gold,9000,6,1,1
1805371,5,34,51,F,F,Midlands,East,Gold,6000,5,0,0
1815989,11,56,35,D,F,North,N West,Tin,0.01,6,1,2
1820036,6,69,24,C,M,Midlands,Midlands,Gold,12105.32,12,0,0
1820974,11,53,4,A,M,South East,London,Silver,600,7,0,0
1823981,10,33,35,D,F,North,N East,Tin,0.01,9,1,1
1824880,6,67,23,C,M,North,Yorkshire,Silver,1200,4,0,0
1833588,8,74,52,F,F,Scottish,Border,Silver,2000,5,0,0
1856197,4,73,52,F,F,North,N West,Gold,6500,20,0,0
1857045,16,37,52,F,F,South East,London,Tin,0.01,8,1,2
1860585,7,60,37,E,F,South West,S West,Silver,1324.2,10,1,1
1861670,,61,24,C,F,South East,London,Gold,6000,2,1,1
1868780,9,74,23,C,F,Midlands,Midlands,Gold,11605.32,12,0,0
1872664,4,49,44,E,F,Midlands,Midlands,Tin,0.01,,0,0
1873539,8,49,34,D,F,South East,London,Tin,0.01,8,0,0
1878794,5,58,38,E,F,South East,London,Platinum,21000,9,0,0
1882015,,36,,,M,Midlands,Ulster,Silver,4300,1,0,0
1891499,8,43,14,B,F,Midlands,Wales & West,Silver,1200,4,0,0
1893505,5,76,24,C,U,South East,London,Gold,6053.35,7,0,0
1895451,8,78,4,A,F,Midlands,Midlands,Silver,3000,2,1,1
1896628,4,76,28,D,F,Midlands,Wales & West,Gold,6000,6,0,0
1897829,15,48,44,E,F,Midlands,Midlands,Silver,500,9,1,1
1898779,7,68,44,E,M,North,Yorkshire,Tin,0.01,12,0,0
1901788,7,61,4,A,M,South East,London,Platinum,28780.41,0,0,0
1902814,10,64,10,B,M,Scottish,C Scotland,Gold,5100,11,0,0
1907808,7,56,23,C,,Midlands,Wales & West,Silver,3000,11,0,0
1916432,8,39,44,E,,South East,London,Silver,5000,1,0,0
1917439,10,62,27,D,F,North,Yorkshire,Gold,6053.35,5,0,0
1919512,11,35,44,E,F,Midlands,Wales & West,Silver,600,8,1,1
1936239,8,35,25,C,F,South East,S & S East,Silver,1000,6,1,1
1938339,8,55,45,E,M,South East,S & S East,Tin,0.01,8,0,0
1939297,7,47,27,D,,North,N East,Silver,1200,9,0,0
1941658,6,63,12,B,M,South East,S & S East,Platinum,30131.68,6,0,0
1943634,7,33,16,C,F,North,Yorkshire,Tin,0.01,9,0,0
1946366,7,50,49,F,M,Midlands,Midlands,Silver,4198,1,0,0
1952552,12,57,52,F,M,Scottish,N Scot,Silver,1000,4,0,0
1953516,8,42,16,C,U,North,N West,Tin,0.01,5,0,0
1954504,11,45,20,C,F,Midlands,Midlands,Silver,720,4,0,0
1976389,6,49,51,F,F,Midlands,East,Silver,920,4,1,1
1978349,9,70,23,C,M,Scottish,Border,Silver,3000,8,0,0
1979671,6,39,9,B,F,North,N East,Tin,0.01,7,1,1
1983636,9,37,37,E,F,Midlands,East,Silver,420,1,1,1
1986597,8,62,4,A,F,Scottish,C Scotland,Silver,3750,2,0,0
1988824,9,67,5,B,M,,,Gold,6000,1,0,0
1991744,9,59,5,B,F,South East,S & S East,Gold,7400,28,0,0
1996495,15,52,27,D,M,South East,London,Silver,3000,5,1,1
2009935,9,50,27,D,M,South East,S & S East,Silver,1200,9,0,0
2015668,7,35,26,C,F,South East,London,Silver,500,1,1,1
2022370,12,39,53,F,F,Midlands,Wales & West,Tin,0.01,5,1,1
2024128,12,68,38,E,F,,,Gold,18678.76,3,1,1
2034743,19,38,,,F,Midlands,Wales & West,Tin,0.01,9,1,3
2035618,11,32,4,A,F,Midlands,Midlands,Tin,0.01,5,0,0
2038765,7,30,51,F,F,North,Yorkshire,Tin,0.01,4,1,1
2044978,10,59,25,C,F,North,N West,Tin,0.01,10,1,1
2046008,8,53,44,E,U,South East,London,Gold,6000,1,0,0
2053047,14,53,23,C,M,North,N West,Silver,480,5,1,2
2056623,12,53,51,F,F,Midlands,East,Tin,0.01,5,0,0
2063115,13,53,48,F,F,Midlands,Midlands,Tin,0.01,8,1,1
2069148,7,48,51,F,M,South West,S West,Tin,0.01,7,0,0
2080303,11,61,17,C,F,North,N West,Tin,0.01,5,1,1
2088991,,73,55,U,F,South East,London,Silver,2500,9,1,1
2094428,14,76,52,F,F,Midlands,Midlands,Silver,500,9,1,1
2095491,11,44,17,C,F,North,Yorkshire,Tin,0.01,5,1,1
2107996,9,39,3,A,F,South East,London,Platinum,30649.41,1,1,1
2109565,6,35,53,F,F,South East,S & S East,Tin,0.01,5,0,0
2115328,11,63,15,B,F,North,Yorkshire,Gold,19000,12,0,0
2124033,11,62,47,F,F,Midlands,East,Gold,12000,2,0,0
2125013,9,50,38,E,F,Scottish,N Scot,Tin,0.01,8,0,0
2138107,12,34,38,E,F,North,N West,Tin,0.01,4,1,1
2139995,8,69,11,B,,Scottish,N Scot,Tin,0.01,7,0,0
2161567,9,,3,A,F,South East,London,Tin,0.01,7,1,1
2176327,22,30,49,F,F,South East,London,Silver,1750,4,1,3
2180774,10,44,22,C,F,North,N East,Tin,0.01,8,0,0
2196948,9,79,20,C,,South East,London,Silver,4000,2,0,0
2200279,7,40,16,C,M,Midlands,Wales & West,Tin,0.01,4,0,0
2201399,7,43,12,B,,Midlands,Wales & West,Tin,0.01,,1,1
2206358,11,25,52,F,F,South East,London,Silver,2400,1,1,1
2219816,5,57,35,D,M,Midlands,Midlands,Silver,3000,4,0,0
2222930,7,23,4,A,F,North,N West,Silver,1000,5,1,1
2227312,5,58,1,A,,North,N East,Tin,0.01,,0,0
2229757,12,,7,B,F,South East,London,Tin,0.01,5,1,1
2233118,8,57,4,A,,South East,London,Platinum,25000,1,0,0
2235056,10,35,25,C,M,South East,London,Tin,0.01,8,1,1
2238446,8,42,51,F,F,,,Tin,0.01,5,0,0
2242419,12,33,38,E,F,South East,London,Tin,0.01,8,1,1
2245329,9,46,52,F,F,South East,London,Silver,5000,2,0,0
2250233,12,,24,C,F,North,N West,Tin,0.01,4,0,0
2252104,12,43,17,C,F,South East,London,Tin,0.01,9,1,1
2262231,17,33,18,C,U,South East,S & S East,Silver,5000,1,0,0
2263890,6,71,52,F,,Scottish,Border,Gold,12000,2,0,0
2272474,14,35,40,E,F,Scottish,C Scotland,Tin,0.01,4,1,1
2275317,7,54,16,C,M,Midlands,Wales & West,Silver,4500,11,0,0
2281147,13,66,27,D,F,Scottish,N Scot,Silver,2000,5,1,1
2284065,16,37,50,F,F,South East,S & S East,Tin,0.01,8,1,1
2303191,3,58,4,A,M,North,N West,Silver,3000,2,0,0
2303523,10,49,4,A,M,South East,London,Tin,0.01,8,0,0
2327007,8,45,44,E,,Midlands,Midlands,Tin,0.01,10,0,0
2330202,8,36,34,D,F,Midlands,Wales & West,Tin,0.01,8,1,1
2331160,,37,30,D,F,South East,S & S East,Tin,0.01,5,0,0
2332280,4,71,52,F,,North,N West,Gold,10500,15,0,0
2334992,10,54,7,B,F,South East,London,Silver,2000,5,1,1
2335131,8,55,52,F,M,Midlands,East,Tin,0.01,9,0,0
2337916,7,72,23,C,F,South East,S & S East,Platinum,26053.35,8,0,0
2344521,7,40,46,F,M,North,N West,Tin,0.01,4,0,0
2345242,3,55,22,C,F,Midlands,East,Tin,0.01,5,0,0
2350696,5,57,25,C,U,North,Yorkshire,Silver,5000,4,0,0
2353571,10,63,12,B,F,North,N West,Tin,0.01,8,0,0
2357844,10,53,27,D,,Scottish,N Scot,Silver,1500,5,0,0
2360020,14,70,50,F,M,Midlands,East,Platinum,20294.5,3,0,0
2365723,14,56,52,F,U,South East,London,Gold,6000,2,0,0
2372991,12,49,,,F,Midlands,Ulster,Gold,14000,3,0,0
2373998,12,70,23,C,M,Midlands,Wales & West,Platinum,29374.72,24,1,1
2384248,3,77,27,D,F,North,N West,Gold,15053.82,4,0,0
2387123,6,63,1,A,M,Midlands,Midlands,Gold,18000,13,0,0
2388995,,54,3,A,F,South East,London,Silver,4884.25,8,0,0
2390949,6,68,3,A,F,South East,London,Gold,19411.22,5,0,0
2393670,6,,32,D,F,North,Yorkshire,Silver,1000,3,0,0
2395363,5,48,28,D,,North,N West,Tin,0.01,5,0,0
2397285,5,68,22,C,F,North,N East,Silver,1500,9,0,0
2400227,7,49,51,F,M,Midlands,East,Tin,0.01,5,0,0
2405253,7,73,16,C,M,North,N East,Silver,2000,4,1,1
2420252,10,59,18,C,F,South East,London,Gold,6000,2,1,1
2423170,11,67,51,F,F,Midlands,Midlands,Gold,6000,2,1,1
2428547,10,56,12,B,F,Midlands,Wales & West,Gold,9000,1,0,0
2428563,7,56,19,C,F,Midlands,Wales & West,Platinum,20383.7,3,0,0
2433648,,31,36,E,,South East,London,Tin,0.01,4,0,0
2437015,10,,23,C,F,South West,S West,Tin,0.01,9,0,0
2443090,9,69,3,A,F,Scottish,C Scotland,Silver,5000,18,0,0
2444100,8,75,20,C,M,South East,London,Gold,8000,2,0,0
2445271,13,42,24,C,M,South East,S & S East,Tin,0.01,5,1,1
2449706,13,42,42,E,,Midlands,Midlands,Silver,0.02,8,1,1
2452650,6,50,52,F,M,Midlands,Midlands,Silver,1000,6,0,0
2469219,7,51,28,D,M,South East,S & S East,Tin,0.01,5,0,0
2488981,12,25,1,A,F,North,N East,Gold,6000,2,1,1
2502917,10,50,52,F,F,South West,S West,Silver,3000,8,0,0
2510294,8,36,,,F,,,Tin,0.01,9,0,0
2513684,9,64,10,B,F,Midlands,East,Silver,300,7,1,1
2565641,7,55,41,E,U,Midlands,Wales & West,Silver,3000,8,0,0
2681226,15,61,14,B,F,South East,London,Gold,7500,4,0,0
2744937,11,67,49,F,M,North,N West,Gold,9000,2,0,0
2750171,10,37,8,B,M,South East,S & S East,Tin,0.01,7,0,0
2752220,9,55,28,D,F,Scottish,C Scotland,Silver,2000,4,0,0
2759365,10,67,9,B,F,South East,London,Silver,3000,8,0,0
2760185,8,,18,C,,South East,S & S East,Silver,5000,4,0,0
2765551,12,43,38,E,F,Midlands,Midlands,Tin,0.01,5,0,0
2786591,5,45,44,E,F,South East,London,Gold,19465.7,3,0,0
2789434,9,,24,C,F,South East,S & S East,Silver,5000,2,0,0
2789647,12,75,44,E,F,South East,London,Platinum,24106.7,23,1,1
2791471,5,52,27,D,M,Midlands,Midlands,Silver,100,1,0,0
2792567,10,56,28,D,U,North,N West,Gold,6000,1,1,1
2804328,,52,12,B,F,South East,London,Gold,7100,14,0,0
2805332,7,61,30,D,F,South East,S & S East,Tin,0.01,6,0,0
2838230,7,49,51,F,,North,N West,Tin,0.01,5,0,0
2840502,8,63,,,F,Midlands,Ulster,Gold,7000,6,0,0
2844192,7,69,39,E,,Midlands,Midlands,Silver,2000,11,0,0
2850850,,51,25,C,F,South East,London,Silver,1500,9,0,0
2859114,4,42,47,F,F,North,N East,Tin,0.01,5,0,0
2867451,15,53,37,E,F,Midlands,East,Gold,6000,3,0,0
2870010,9,,14,B,M,South East,S & S East,Gold,18000,8,1,1
2870738,,65,4,A,U,South East,London,Silver,3000,22,0,0
2879999,7,56,10,B,F,North,N West,Silver,0.02,5,0,0
2882337,2,40,49,F,M,South East,S & S East,Tin,0.01,5,0,0
2882965,5,35,8,B,F,South East,S & S East,Tin,0.01,5,0,0
2903679,7,53,3,A,M,South East,London,Silver,2460.01,8,0,0
2904608,6,35,53,F,F,South East,London,Tin,0.01,6,0,0
2912872,3,38,32,D,F,South East,London,Gold,5192.69,5,0,0
2914093,12,64,33,D,,Midlands,Midlands,Silver,3750,10,0,0
2915928,16,28,52,F,U,Midlands,Midlands,Tin,0.01,4,1,1
2920077,8,29,25,C,F,South East,London,Silver,1500,4,1,1
2920816,7,71,6,B,,South East,S & S East,Silver,1000,4,0,0
2926687,13,43,41,E,M,North,Yorkshire,Silver,50,11,0,0
2931974,6,70,44,E,F,South East,S & S East,Silver,1000,9,1,1
2932385,12,65,19,C,F,South West,S West,Silver,2215.4,4,1,1
2935112,13,57,8,B,F,South East,London,Tin,0.01,9,0,0
2938871,,54,46,F,,Midlands,Midlands,Tin,0.01,4,0,0
2949733,9,67,27,D,,South East,London,Silver,1000,9,1,1
2951029,6,73,,,F,Midlands,Wales & West,Silver,600,7,0,0
2956632,3,73,41,E,U,Midlands,Midlands,Gold,6000,2,0,0
2958864,9,41,44,E,F,North,Yorkshire,Gold,12000,6,0,0
2960850,11,64,2,A,F,North,N West,Gold,6000,4,0,0
2963388,7,43,37,E,F,South East,S & S East,Tin,0.01,5,1,1
2966697,6,32,35,D,F,South East,London,Silver,3050,10,1,1
2972719,2,58,14,B,F,Midlands,Midlands,Gold,6550,12,0,0
2981033,6,70,12,B,F,North,N West,Gold,6000,8,0,0
2981823,16,60,28,D,M,South East,S & S East,Silver,3000,2,0,0
2985322,11,49,53,F,M,Midlands,East,Tin,0.01,10,0,0
2988283,9,72,,,M,South East,S & S East,Tin,0.01,,0,0
2989123,5,62,32,D,F,Scottish,C Scotland,Gold,6000,5,0,0
2991403,6,49,38,E,F,North,N West,Silver,1608,10,0,0
2996030,7,59,52,F,F,Midlands,Midlands,Silver,5000,4,0,0
2997789,8,53,19,C,M,Midlands,Midlands,Silver,1000,5,0,0
2997940,9,32,10,B,M,South East,S & S East,Tin,0.01,5,1,1
2998564,8,37,3,A,F,South East,London,Tin,0.01,5,1,1
3000567,7,60,12,B,U,Midlands,Midlands,Gold,12053.34,3,0,0
3003442,20,62,53,F,F,North,Yorkshire,Silver,1600,4,1,1
3010457,6,32,51,F,F,North,Yorkshire,Silver,0.02,5,1,1
3012158,11,79,4,A,F,Midlands,Midlands,Silver,5000,16,0,0
3013030,12,37,40,E,F,South East,London,Gold,6000.01,5,1,1
3022374,8,62,44,E,F,South East,London,Gold,13500,5,0,0
3026248,9,,22,C,M,South East,London,Silver,4000,1,0,0
3027457,8,68,53,F,F,Midlands,Wales & West,Silver,2200,5,0,0
3028984,9,51,53,F,F,Midlands,Midlands,Gold,6001.74,4,0,0
3029913,13,39,47,F,F,Scottish,C Scotland,Silver,1500,2,1,1
3030695,6,55,3,A,F,Midlands,Midlands,Gold,7000,29,1,1
3035840,3,57,27,D,F,South East,London,Silver,2500,6,0,0
3037894,12,50,4,A,F,South East,S & S East,Silver,600,9,1,1
3041514,9,36,37,E,M,Midlands,Wales & West,Tin,0.01,4,1,1
3045765,,31,30,D,F,South East,S & S East,Tin,0.01,5,1,1
3051145,7,51,4,A,M,South East,London,Gold,6000,2,0,0
3051153,7,67,13,B,M,South East,London,Gold,12000,8,0,0
3053628,13,68,21,C,M,South East,London,Platinum,20364.36,3,0,0
3054357,12,53,16,C,,North,N East,Tin,0.01,8,0,0
3066959,4,76,24,C,,South East,S & S East,Silver,2000,12,0,0
3077632,,,53,F,F,Midlands,Wales & West,Silver,600,,1,2
3083780,16,47,34,D,F,South East,S & S East,Silver,2790,8,1,1
3089746,6,52,16,C,,North,N West,Silver,500,11,0,0
3095320,6,44,5,B,F,Midlands,Wales & West,Tin,0.01,5,0,0
3104575,9,,2,A,M,South West,S West,Gold,6000,3,0,0
3108244,7,29,52,F,M,South East,London,Silver,360,8,1,1
3111806,9,55,37,E,,Midlands,Midlands,Gold,20000,4,0,0
3113930,6,61,23,C,M,Midlands,Midlands,Silver,900,4,0,0
3113957,7,69,52,F,F,North,Yorkshire,Tin,0.01,9,0,0
3116905,8,70,1,A,F,South East,London,Silver,3000.01,15,0,0
3120082,5,43,51,F,F,North,N West,Tin,0.01,5,1,1
3124495,6,77,14,B,F,Midlands,Midlands,Gold,6000,3,0,0
3124762,25,36,39,E,F,North,N West,Silver,2000,5,1,3
3125157,8,38,7,B,F,South East,London,Gold,12035.57,6,1,1
3460630,10,66,8,B,U,South East,London,Gold,6053.35,7,0,0
3461939,15,58,10,B,M,North,Yorkshire,Silver,100,10,0,0
3463133,13,46,8,B,,Midlands,Midlands,Silver,420,10,1,1
3464075,7,46,22,C,F,North,Yorkshire,Tin,0.01,18,0,0
3464423,11,63,8,B,M,South East,London,Silver,4000,1,0,0
3464601,4,75,13,B,F,North,N West,Tin,0.01,8,0,0
3464717,7,54,16,C,F,South East,S & S East,Tin,0.01,7,1,1
3464849,,64,17,C,F,Scottish,C Scotland,Silver,1000,5,0,0
3465373,15,44,38,E,F,South East,London,Tin,0.01,4,1,2
3465624,12,65,24,C,M,North,N West,Gold,12100,10,0,0
3466531,,61,3,A,M,South East,London,Silver,570,9,0,0
3467155,6,46,32,D,F,North,Yorkshire,Silver,3000,1,0,0
3467236,8,67,18,C,F,South East,London,Gold,6000,7,1,1
3467600,,36,19,C,M,Midlands,Wales & West,Tin,0.01,5,1,1
3467759,7,45,48,F,F,South East,S & S East,Gold,6000,9,0,0
3467856,5,36,34,D,M,South East,London,Silver,50.01,8,0,0
3467929,9,27,4,A,F,South East,London,Gold,10000,3,0,0
3468534,11,59,28,D,,South East,London,Gold,6000,2,0,0
3469115,8,46,44,E,M,Midlands,Midlands,Gold,6000,2,0,0
3469689,7,37,21,C,F,South East,London,Tin,0.01,10,0,0
3469778,6,78,37,E,F,North,Yorkshire,Gold,6000,21,0,0
3470091,4,79,23,C,M,South East,S & S East,Silver,2007.95,1,0,0
3470806,7,55,12,B,F,Scottish,C Scotland,Silver,2000,5,0,0
3470938,6,65,52,F,,South East,London,Gold,6000,2,0,0
3472132,10,55,17,C,F,Scottish,C Scotland,Silver,1020,9,0,0
3473589,8,52,43,E,F,Midlands,East,Silver,3000,5,0,0
3473651,7,,33,D,,South East,London,Silver,1000,5,0,0
3474275,4,43,21,C,,South East,London,Tin,0.01,,0,0
3474887,8,75,27,D,F,Midlands,Midlands,Gold,15000,4,0,0
3474992,6,44,10,B,F,South East,London,Silver,2000,1,1,1
3476448,10,36,32,D,F,North,Yorkshire,Silver,1100,4,1,1
3476588,6,64,1,A,M,South East,London,Silver,3000,14,0,0
3477177,7,47,47,F,M,North,N West,Tin,0.01,8,0,0
3477231,3,58,34,D,F,Midlands,Midlands,Gold,19171.95,13,0,0
3477630,9,48,38,E,M,Midlands,East,Gold,10500,5,0,0
3477681,6,65,27,D,F,Midlands,Midlands,Silver,3213.27,17,0,0
3478122,8,57,19,C,,North,N West,Tin,0.01,8,0,0
3478416,,74,15,B,F,Midlands,Wales & West,Silver,3000,3,0,0
3478521,6,44,25,C,F,South East,London,Tin,0.01,5,0,0
3478580,5,49,,,F,Midlands,Wales & West,Gold,16000,4,0,0
3478645,5,44,37,E,F,Midlands,East,Silver,1005,8,1,1
3478866,12,38,3,A,F,South East,London,Gold,15500,5,0,0
3479013,8,46,27,D,F,North,N West,Tin,0.01,8,0,0
3479102,10,28,41,E,F,South East,London,Tin,0.01,5,1,1
3479323,7,63,44,E,M,North,N West,Gold,10000,,0,0
3479463,14,,35,D,M,North,N West,Platinum,20685.63,3,0,0
3479870,6,73,35,D,F,South East,London,Gold,9053.35,7,0,0
3480801,2,36,51,F,,South East,S & S East,Tin,0.01,8,0,0
3481301,5,74,8,B,F,South East,S & S East,Silver,3000,2,0,0
3481913,6,48,44,E,M,South East,S & S East,Gold,6053.34,4,0,0
3482677,9,62,18,C,,Midlands,Midlands,Gold,6000,11,0,0
3483258,12,,2,A,,Midlands,Midlands,Tin,0.01,5,1,1
3484858,9,44,15,B,,Midlands,Wales & West,Gold,12000,20,1,1
3484920,11,58,22,C,F,Midlands,Midlands,Platinum,20406.2,3,1,1
3485013,13,71,30,D,F,South East,S & S East,Tin,0.01,5,1,1
3485765,7,65,35,D,U,Midlands,Midlands,Gold,5800,2,0,0
3486265,10,76,12,B,F,North,Yorkshire,Gold,11800,8,0,0
3486346,10,58,41,E,F,Midlands,Midlands,Gold,6000,2,0,0
3486400,8,69,51,F,M,South East,S & S East,Silver,1420,24,0,0
3486583,5,,9,B,M,South East,London,Silver,4000,1,0,0
3486699,8,72,51,F,M,Midlands,Wales & West,Gold,7000,4,1,1
3486788,12,33,52,F,F,North,N West,Silver,500,9,1,2
3486966,6,29,21,C,M,South East,London,Gold,10000,1,0,0
3487164,10,39,11,B,F,Scottish,C Scotland,Gold,10000,3,1,1
3487237,8,59,2,A,,Midlands,Wales & West,Gold,6860,9,0,0
3487415,7,45,38,E,M,South East,S & S East,Tin,0.01,5,0,0
3488640,9,68,41,E,F,Midlands,East,Gold,12000,2,0,0
3488705,16,49,21,C,F,South East,London,Silver,2000,2,1,1
